0,1,2,3,4,5,6,7,8,9
10555.034651058197,11022.351823335213,11496.690878056887,11047.873791923115,10862.933330400783,10842.75309796402,11347.400059716245,11584.39563077871,10596.448963847362,11214.517671328578
11470.745388235511,10475.764502302683,11044.801266348062,10530.277885866604,10872.536603440685,10585.960630233505,11274.08562445964,10717.55469254601,10798.404514713968,10439.7899125244
10859.061184764509,10665.51546758195,10838.526820508247,11209.328752864876,10985.606291474043,11025.698791110442,11242.830907832098,10582.634736573273,11227.236842037819,11028.347269921795
10952.034805780777,11153.632716016315,10491.271262876691,11029.049559590683,10898.703164753379,10704.29975719392,11335.807761744942,11162.941449072536,10488.450546491611,10816.755024030257
10416.714961108051,11238.415670715005,10923.617982210508,10453.967327731996,10929.80007422442,11028.231359521367,11306.986322339866,10863.547586804352,10533.903891754791,11003.15655701075
10990.304356198865,10251.660701479495,11286.68162239489,10970.723470222221,10831.511322933888,10732.610586723313,11219.56196427969,10977.48194805422,11478.080548930371,10961.990364546287
11255.510770695058,10702.671484923205,10569.787585208474,10850.738510030433,11260.802471874022,10514.494434490709,10568.829650893957,10950.005297439138,10615.671124420442,11072.383304170586
10902.152934954405,10958.181797162748,10804.431085882394,11010.582842047737,10971.189985516818,10911.79457682582,11073.032275546282,11321.737641342088,11316.247431389822,10666.937790488964
