0,1,2,3,4,5,6,7,8,9
12501.825876300447,12148.889714997391,12238.719529081094,11984.413986823518,12238.462143254139,12497.346641740298,12359.504423174183,11973.075426984067,12051.903930273895,12045.359366528426
12068.968094940532,11487.702648150052,11488.206371874212,11990.123483901292,10880.571261410922,11852.829507584465,11292.837811731713,11429.705111168169,11958.083445147628,11146.018809172236
11152.160257326706,11869.007228933388,11742.39011776761,11044.06333232472,10968.452631702612,11667.838977333638,11348.347318270526,11385.361704835273,10823.00445793251,11400.873005447062
11055.148077512931,11433.28033256291,11411.388047091457,11593.936398921975,11595.05743589556,12161.219836779985,11573.104637906792,11300.29546130574,10681.650424023966,11136.191674809334
11240.701775654808,11529.579903087817,10930.188833352806,11187.355776507267,11670.494279126546,11226.115369896197,10638.406084526765,11069.690027823004,11443.642500846561,11134.569343119412
11806.677432169832,11413.42376589436,11171.32551314872,11530.839714143776,11240.828955234685,11735.024806686644,10843.462394609842,11636.494664929049,11203.121700025735,10547.421713603533
11444.628345422256,11426.598513070225,11725.025528208522,11302.684587660555,11023.972625561786,11789.286768624992,10560.184863477516,11078.930334042692,11640.357027982594,11290.239050708567
11001.911167358081,10813.100390577423,11183.105131438266,10843.637131812677,10890.862050255955,11479.696988120419,11108.50693565653,11220.587305167199,10983.545050479976,10575.367771158317
